id,date,restaurant_id,*,**,***
5730,2012-02-08,0j3L0L3r,0,0,0
16325,2007-10-11,8KoAg4E6,0,0,0
4414,2008-11-12,8gOqX4o2,0,0,0
14378,2007-06-12,0ZEDbxoD,0,0,0
31720,2012-04-26,NbE1p8OJ,0,0,0
23676,2009-05-05,8xExVVo0,0,0,0
5400,2011-07-11,B1oXk63V,0,0,0
32152,2010-09-17,9JoPAZO8,0,0,0
326,2013-05-16,ZBEnaqOY,0,0,0
17126,2007-07-24,wmo7kRoq,0,0,0
29748,2008-04-01,xWoY7dEK,0,0,0
8108,2013-12-30,XJ3rlmOR,0,0,0
7033,2013-02-14,Y1EmbA3w,0,0,0
12735,2014-10-01,rNo6G0O6,0,0,0
15660,2007-10-16,m0oWgloG,0,0,0
6455,2008-01-04,N6OkkGOx,0,0,0
4207,2012-12-12,B1oX8moV,0,0,0
19774,2011-12-27,0ZEDXGED,0,0,0
1622,2013-12-30,p038ZvOm,0,0,0
4028,2014-07-10,6VOpgQoL,0,0,0
24166,2011-07-11,dj3dLK39,0,0,0
26449,2010-09-03,dj3dDA39,0,0,0
19623,2010-07-30,dj3deXo9,0,0,0
1718,2010-09-20,VpoGxROr,0,0,0
29705,2009-01-09,JBEyG0o8,0,0,0
4441,2009-10-27,xWoYbaOK,0,0,0
31296,2012-12-30,wmo77Roq,0,0,0
32304,2010-10-05,6K3le8oz,0,0,0
32595,2009-03-20,dj3dr7O9,0,0,0
22102,2013-02-01,m0oWbz3G,0,0,0
893,2011-02-10,we39V5ok,0,0,0
5112,2011-11-15,njoZeJ3r,0,0,0
19760,2012-06-15,8KoA76E6,0,0,0
25663,2011-12-14,njoZjQor,0,0,0
33293,2011-06-02,rJoQwlEV,0,0,0
11073,2008-02-06,VpoG2P3r,0,0,0
5638,2013-06-18,njoZqQ3r,0,0,0
29994,2012-06-01,ZBEn2WEY,0,0,0
4911,2014-04-18,Y1Emx7Ow,0,0,0
32770,2009-10-26,dj3dao9v,0,0,0
25836,2014-06-25,1JEb4JoR,0,0,0
1226,2012-03-21,VpoG0wOr,0,0,0
16946,2008-04-03,eVOBxw3j,0,0,0
33186,2012-10-26,p0380A3m,0,0,0
14037,2012-01-04,we392Nok,0,0,0
33730,2012-12-30,0j3LPj3r,0,0,0
31734,2013-02-01,eVOBJkOj,0,0,0
14383,2008-09-29,7RO5A6Oq,0,0,0
14244,2012-04-19,8x3zNN3k,0,0,0
7308,2010-10-14,6K3lPk3z,0,0,0
5924,2014-03-03,KAoKP6Og,0,0,0
23698,2009-06-16,qN3gK03A,0,0,0
29315,2010-01-28,ydEjKB3W,0,0,0
12376,2007-12-06,1JEbr1ER,0,0,0
4891,2007-08-27,nkOvMZoB,0,0,0
24205,2010-01-21,we39drEk,0,0,0
27665,2014-12-08,8gOqrDE2,0,0,0
18861,2010-04-13,6K3lDk3z,0,0,0
2558,2010-07-30,wmo7MvEq,0,0,0
11483,2013-11-26,8xExxnE0,0,0,0
13345,2015-01-29,m0oWnR3G,0,0,0
7113,2009-06-25,JGoNVBoL,0,0,0
28905,2013-10-31,0j3Laor6,0,0,0
2999,2008-07-29,eVOBnpOj,0,0,0
20190,2012-08-15,wmo7pGOq,0,0,0
32802,2011-04-01,wmo749Oq,0,0,0
829,2010-12-02,p038De3m,0,0,0
12098,2012-06-19,Y1Emwnow,0,0,0
33012,2013-10-30,ekE4PNE2,0,0,0
32442,2010-12-07,V430BAOB,0,0,0
22795,2013-10-25,7RO54Woq,0,0,0
32687,2009-06-02,0j3L0L3r,0,0,0
25911,2011-09-23,JBEyvm38,0,0,0
14924,2009-03-09,1JEb6eER,0,0,0
9803,2009-01-20,0ZED9B3D,0,0,0
7072,2007-12-21,Pk3w8Vod,0,0,0
13142,2008-08-01,JGoN9b3L,0,0,0
13494,2012-02-01,dj3dYgo9,0,0,0
17719,2009-04-13,dj3dyNo9,0,0,0
25422,2011-01-19,9JoP9QO8,0,0,0
14477,2013-12-30,we39nrok,0,0,0
801,2008-10-07,geEVXYoz,0,0,0
19596,2013-10-18,geEVDeoz,0,0,0
14582,2012-03-05,wmo71vEq,0,0,0
10070,2009-04-06,wmo7AvEq,0,0,0
23380,2013-10-08,7RO5z6Eq,0,0,0
24859,2010-02-24,p0381eom,0,0,0
29928,2013-07-30,9JoPW538,0,0,0
9992,2009-04-22,eVOBJkOj,0,0,0
10411,2013-12-30,1JEb0MoR,0,0,0
14458,2008-03-25,NbE1kmoJ,0,0,0
26314,2009-10-02,ekE4zro2,0,0,0
4397,2011-04-21,nkOvZOBW,0,0,0
19049,2014-11-07,7RO5XVoq,0,0,0
28965,2013-12-30,eVOB0r3j,0,0,0
8789,2010-11-08,lnORNnON,0,0,0
11800,2010-11-03,KAoKLjOg,0,0,0
12529,2011-07-19,rJoQA9oV,0,0,0
12362,2011-02-16,0j3L6NOr,0,0,0
31147,2008-05-16,Y1Em0mOw,0,0,0
33344,2008-05-05,geEV4eoz,0,0,0
33189,2014-01-21,v5oJKbOB,0,0,0
24189,2012-09-17,8gOq54O2,0,0,0
2909,2007-12-11,eVOBgpEj,0,0,0
31310,2012-12-30,Y1EmpROw,0,0,0
16259,2012-12-30,geEVn5Ez,0,0,0
20712,2010-01-07,7RO5vjEq,0,0,0
8719,2014-02-28,ZBEnvrEY,0,0,0
11658,2012-05-23,JGoNk8OL,0,0,0
13712,2007-11-19,0ZED6loD,0,0,0
28290,2014-10-02,Pk3wbKEd,0,0,0
8521,2008-05-12,N6OkWWOx,0,0,0
10562,2013-12-30,dj3d57o9,0,0,0
22367,2013-07-25,N6OkGVOx,0,0,0
10327,2012-06-13,8gOqM0O2,0,0,0
6892,2011-12-29,njoZ71Or,0,0,0
70,2012-12-30,6Wo2y539,0,0,0
1074,2014-07-24,B1oX66EV,0,0,0
24420,2011-09-01,Pk3wX5od,0,0,0
18886,2009-03-11,nkOvRxOB,0,0,0
16006,2012-12-30,8x3zNN3k,0,0,0
19421,2011-12-23,9JoP9QO8,0,0,0
1963,2014-10-31,v5oJP1EB,0,0,0
12394,2011-06-02,6K3lnvOz,0,0,0
5925,2010-10-29,geEVjvEz,0,0,0
21653,2012-12-14,xWoY2jOK,0,0,0
23952,2009-10-08,ZBEnvrEY,0,0,0
15882,2009-02-18,m0oWbz3G,0,0,0
9444,2010-06-14,NbE1zP3J,0,0,0
17383,2008-05-08,B1oXQmOV,0,0,0
28452,2013-02-19,Y1Emwnow,0,0,0
4699,2011-03-24,we39JDok,0,0,0
18566,2009-06-09,p03824Om,0,0,0
17317,2011-08-08,8KoAB4O6,0,0,0
14453,2014-02-21,lnORLK3N,0,0,0
12690,2010-10-13,6Wo2XwE9,0,0,0
19605,2010-05-04,m0oWNg3G,0,0,0
2326,2011-11-14,rJoQpa3V,0,0,0
13256,2014-01-21,eVOB21Oj,0,0,0
12945,2007-09-24,6VOprd3L,0,0,0
23833,2010-11-19,6K3lW6Ez,0,0,0
13638,2011-11-25,WwOaZpEB,0,0,0
18726,2011-08-18,0ZED8pED,0,0,0
32144,2015-03-04,8x3zDbOk,0,0,0
20649,2014-06-11,V430nyOB,0,0,0
16882,2007-09-27,6VOpMmEL,0,0,0
32816,2011-03-24,we398ZEk,0,0,0
6411,2009-08-18,6K3l1xoz,0,0,0
14197,2013-03-26,qN3gb2EA,0,0,0
8612,2010-04-06,6Wo2YN39,0,0,0
32182,2012-11-20,WeEeeVEa,0,0,0
33062,2008-04-01,6K3lXq3z,0,0,0
10577,2010-05-05,9JoPQZO8,0,0,0
15270,2012-12-30,0j3L0L3r,0,0,0
10122,2009-06-30,8xExZeo0,0,0,0
7864,2013-11-26,6VOpJd3L,0,0,0
29263,2014-03-07,9JoPR5E8,0,0,0
327,2011-12-16,ZBEn02oY,0,0,0
15268,2009-11-30,lnOR16oN,0,0,0
31262,2012-09-19,rJoQa0oV,0,0,0
21432,2009-03-13,p038lg3m,0,0,0
22615,2015-01-26,NbE1zP3J,0,0,0
32500,2009-10-23,KAoKRZ3g,0,0,0
17744,2013-12-30,NbE1yJEJ,0,0,0
11643,2007-11-14,JGoN2WoL,0,0,0
10970,2010-02-11,dj3dLK39,0,0,0
16360,2011-12-12,we39PREk,0,0,0
4314,2014-12-02,1m3Mw9OB,0,0,0
17142,2012-12-30,8xExLBE0,0,0,0
6154,2010-02-09,9JoPPpo8,0,0,0
13709,2007-09-28,1JEbR4ER,0,0,0
8422,2012-12-30,WwOa4YoB,0,0,0
4791,2011-10-12,dj3dQao9,0,0,0
21686,2013-12-30,WeEeWdoa,0,0,0
32667,2013-10-30,v5oJroBL,0,0,0
5561,2011-09-22,8xExBJo0,0,0,0
3750,2013-08-07,Pk3wRqEd,0,0,0
13384,2013-02-04,6Wo2a639,0,0,0
236,2013-03-12,WeEeM6Ea,0,0,0
21296,2009-11-17,WwOa9zOB,0,0,0
32350,2009-09-10,wmo7vG3q,0,0,0
25166,2014-02-25,rJoQQvoV,0,0,0
29313,2012-11-01,VpoGArEr,0,0,0
5204,2010-10-04,JBEybN38,0,0,0
1401,2008-10-22,8KoA0q36,0,0,0
23347,2007-05-16,1m3MVYoB,0,0,0
23818,2012-01-03,8gOqn0E2,0,0,0
25537,2013-02-01,Y1EmG9ow,0,0,0
17818,2008-09-10,Pk3wVaEd,0,0,0
20171,2014-05-09,ekE4y632,0,0,0
21526,2009-10-14,KAoKxdOg,0,0,0
25642,2011-07-21,geEVxVoz,0,0,0
24018,2012-12-20,NbE1zP3J,0,0,0
31351,2013-01-14,B1oXdQoV,0,0,0
13111,2012-11-02,9JoP0o8w,0,0,0
26353,2012-09-13,eVOBBJOj,0,0,0
18217,2014-09-30,KAoKgBog,0,0,0
28937,2011-03-14,p038la3m,0,0,0
2216,2013-12-30,VpoGM7Er,0,0,0
33201,2012-10-25,JGoNRBoL,0,0,0
13783,2007-07-06,p038aDom,0,0,0
14522,2009-02-03,WwOa7d3B,0,0,0
16876,2011-08-26,KAoKlKOg,0,0,0
10230,2014-06-10,6VOp4BOL,0,0,0
32456,2013-09-26,NbE1LzOJ,0,0,0
28767,2011-08-02,we39Qr3k,0,0,0
26831,2014-03-24,xWoY2jOK,0,0,0
910,2012-01-27,geEVwJ3z,0,0,0
24054,2011-12-15,p038BDOm,0,0,0
13211,2007-06-22,6VOpwdoL,0,0,0
23731,2009-10-06,njoZlyEr,0,0,0
23869,2011-04-08,Pk3w8Vod,0,0,0
17899,2011-05-18,wmo7X9Oq,0,0,0
6354,2014-06-17,JGoNjgoL,0,0,0
12703,2013-12-30,rJoQLG3V,0,0,0
25678,2008-04-07,6K3lnvOz,0,0,0
1616,2011-06-24,p038843m,0,0,0
3216,2012-02-06,njoZLBEr,0,0,0
17116,2012-09-11,6VOpqqEL,0,0,0
31479,2010-01-15,6K3lb9Oz,0,0,0
33618,2012-01-31,8KoApz36,0,0,0
7798,2009-08-04,XJ3rnY3R,0,0,0
17865,2014-01-10,geEV4eoz,0,0,0
31280,2008-10-28,ydEjKB3W,0,0,0
23253,2014-06-09,geEVZvEz,0,0,0
8295,2013-07-23,Y1EmK7ow,0,0,0
25464,2014-06-11,dj3dgrE9,0,0,0
4756,2008-05-14,lnORVON8,0,0,0
16059,2008-12-18,KAoKvP3g,0,0,0
22115,2014-12-02,JBEyJ038,0,0,0
2313,2013-08-18,9JoP60E8,0,0,0
18504,2011-10-28,we39KZOk,0,0,0
26176,2009-08-27,7RO55dOq,0,0,0
30998,2013-01-23,we39eD3k,0,0,0
2856,2007-01-26,we39ZAok,0,0,0
8249,2011-11-16,qN3g4JoA,0,0,0
22769,2013-06-05,WwOaXpoB,0,0,0
21445,2013-03-14,JBEyJ038,0,0,0
29049,2007-10-17,Y1EmeWEw,0,0,0
19821,2010-07-08,WeEewoab,0,0,0
12726,2013-01-23,1JEbLYoR,0,0,0
5986,2008-10-23,8x3z6Y3k,0,0,0
2605,2013-02-19,V430rqOB,0,0,0
16454,2010-02-25,dj3dmKo9,0,0,0
29739,2010-04-07,NbE1lzOJ,0,0,0
9559,2009-06-29,9JoP7j38,0,0,0
3220,2010-11-23,9JoPNvE8,0,0,0
12926,2014-05-28,VpoGGAor,0,0,0
26331,2010-09-10,ydEjgP3W,0,0,0
3255,2007-11-06,8KoAJzO6,0,0,0
89,2008-12-17,geEVNvEz,0,0,0
24950,2013-12-30,6Wo2xYE9,0,0,0
24724,2013-02-07,KAoK283g,0,0,0
29096,2009-04-27,JBEy8aO8,0,0,0
4763,2014-06-23,Pk3w65Ed,0,0,0
28304,2012-04-05,Y1Em0mOw,0,0,0
22613,2008-12-01,Pk3wz5Ed,0,0,0
11794,2008-04-23,7RO57V3q,0,0,0
19352,2012-12-30,1m3MgZOB,0,0,0
30621,2009-07-07,9JoP7j38,0,0,0
22529,2012-02-01,rNo6yJ36,0,0,0
30033,2007-09-12,ydEjldoW,0,0,0
19453,2013-02-01,6K3lYqoz,0,0,0
22944,2013-07-31,8KoAB4O6,0,0,0
33100,2012-04-20,ydEj7V3W,0,0,0
14540,2009-02-17,6Wo29y39,0,0,0
8991,2011-03-10,WeEeWdoa,0,0,0
31001,2014-01-21,9JoPdvo8,0,0,0
15544,2009-06-11,0ZED7GOD,0,0,0
31409,2009-09-01,xWoYjgOK,0,0,0
7204,2010-04-01,njoZpBEr,0,0,0
24947,2010-01-20,1JEbQYOR,0,0,0
29109,2009-10-27,1m3MxLEB,0,0,0
23856,2014-01-22,dj3dJrO9,0,0,0
21032,2009-06-03,7RO57V3q,0,0,0
22147,2012-10-23,dj3dz7O9,0,0,0
11086,2010-02-04,wmo7ePEq,0,0,0
3418,2011-12-21,6K3lLk3z,0,0,0
26185,2009-03-25,njoZqX3r,0,0,0
18011,2010-05-25,rNo69l36,0,0,0
15261,2009-01-20,XJ3r2Q3R,0,0,0
20160,2010-11-08,xWoYPr3K,0,0,0
16721,2007-12-06,KAoK58Eg,0,0,0
23062,2013-03-29,XJ3rx8OR,0,0,0
19434,2010-08-31,6VOprd3L,0,0,0
6292,2010-08-11,WeEen63a,0,0,0
25251,2009-04-23,ydEjp9oW,0,0,0
6999,2010-03-23,we39vDok,0,0,0
31758,2012-12-03,WwOaAnOB,0,0,0
7468,2011-10-07,8gOqA5O2,0,0,0
32379,2010-04-20,v5oJWyOB,0,0,0
22270,2010-04-05,1m3MQn3B,0,0,0
13710,2013-12-30,NbE19kEJ,0,0,0
12423,2014-08-13,8xExxnE0,0,0,0
15869,2012-05-08,KAoKxdOg,0,0,0
6071,2008-07-10,Pk3wqwOd,0,0,0
21901,2012-08-28,XJ3rpQOR,0,0,0
13770,2007-12-19,0j3L7vEr,0,0,0
32462,2010-02-03,JBEyYNE8,0,0,0
19789,2013-11-21,Y1EmAWEw,0,0,0
24837,2007-12-10,JBEy7ao8,0,0,0
11133,2012-03-09,XJ3r7RoR,0,0,0
26694,2011-05-18,qN3gpYoA,0,0,0
11561,2010-02-05,geEVpBoz,0,0,0
17320,2011-04-15,VpoGldOr,0,0,0
3362,2013-12-10,rNo6PJE6,0,0,0
22497,2010-05-24,1m3MnDoB,0,0,0
10167,2007-09-11,N6Okam3x,0,0,0
12173,2007-08-23,Y1Emv93w,0,0,0
6083,2013-01-07,dj3dm5o9,0,0,0
28077,2012-05-01,8xExJeo0,0,0,0
7296,2014-10-03,NbE1AyEJ,0,0,0
17561,2012-12-30,Pk3wVEd9,0,0,0
22044,2014-09-05,geEVPzoz,0,0,0
542,2014-05-09,m0oWPQOG,0,0,0
13795,2012-12-30,v5oJ5r3B,0,0,0
29751,2011-09-30,B1oX4boV,0,0,0
6047,2011-01-10,Y1EmLmOw,0,0,0
7626,2012-04-26,KAoKRZ3g,0,0,0
25023,2013-01-09,m0oWrz3G,0,0,0
10813,2010-01-25,JBEy7ao8,0,0,0
2262,2013-05-03,dj3dLK39,0,0,0
16175,2009-09-28,ydEjP1oW,0,0,0
22471,2010-05-25,eVOBZ6Oj,0,0,0
11850,2012-01-03,we39Nvok,0,0,0
28823,2007-08-07,NbE1p8OJ,0,0,0
10954,2007-11-09,v5oJyJ3B,0,0,0
23304,2012-02-01,8gOqR0E2,0,0,0
29530,2011-01-13,WwOa7d3B,0,0,0
20030,2010-11-05,0ZEDZ4oD,0,0,0
31243,2012-12-30,p03868Om,0,0,0
8443,2009-08-27,ZBEnxaoY,0,0,0
18610,2007-03-26,9JoPR5E8,0,0,0
8586,2014-12-29,wmo7bb3q,0,0,0
10616,2007-05-23,eVOBZ6Oj,0,0,0
26474,2009-05-21,NbE1p8OJ,0,0,0
26263,2008-08-25,v5oJKbOB,0,0,0
83,2012-06-04,XJ3rr83R,0,0,0
26391,2010-07-30,ekE4Az32,0,0,0
33173,2012-12-30,geEV5BOz,0,0,0
6794,2010-03-10,8xEx44E0,0,0,0
7009,2013-09-12,NbE1LzOJ,0,0,0
7939,2014-09-23,v5oJLjEB,0,0,0
14908,2013-03-25,m0oWpzOG,0,0,0
24105,2012-12-30,9JoPMdO8,0,0,0
3837,2010-02-01,geEVbBEz,0,0,0
12021,2009-03-02,ekE4WLO2,0,0,0
25212,2009-12-02,WeEere3a,0,0,0
8228,2012-09-19,wmo7Nv3q,0,0,0
6971,2012-12-11,ydEj27EW,0,0,0
25778,2012-02-08,6Wo2GbO9,0,0,0
26955,2008-07-18,JGoN4YEL,0,0,0
24129,2007-09-18,0j3Laor6,0,0,0
30978,2008-06-04,JGoNvboL,0,0,0
18046,2012-12-18,JGoNYa3L,0,0,0
16599,2014-10-17,N6OkwgOx,0,0,0
3090,2009-03-09,m0oWqlEG,0,0,0
15280,2015-03-20,B1oXqQOV,0,0,0
6849,2012-08-20,Pk3wRqEd,0,0,0
19793,2011-03-14,8KoA9Ko6,0,0,0
7101,2010-06-02,VpoGPPOr,0,0,0
31364,2013-01-09,WwOaww3B,0,0,0
3278,2008-09-29,Pk3wZKEd,0,0,0
29086,2007-11-13,dj3dDj39,0,0,0
23160,2015-01-09,8xExy630,0,0,0
15683,2013-03-28,v5oJKbOB,0,0,0
8271,2014-07-23,dj3dP739,0,0,0
32177,2010-11-17,rJoQPv3V,0,0,0
10859,2008-06-30,1JEbQYOR,0,0,0
21238,2012-12-30,7RO5njEq,0,0,0
25098,2013-05-16,njoZD1Er,0,0,0
28372,2010-09-02,8x3z9LEk,0,0,0
14314,2008-11-25,Pk3wz5Ed,0,0,0
19475,2011-06-22,dj3d2KO9,0,0,0
29693,2012-12-30,m0oWPQOG,0,0,0
24577,2007-11-09,we39KlOk,0,0,0
1260,2008-06-26,wmo7a9Eq,0,0,0
27001,2012-09-28,WeEemVEa,0,0,0
33651,2007-11-09,m0oWmREG,0,0,0
22184,2008-04-28,8gOqVrE2,0,0,0
28942,2013-07-31,0ZEDXGED,0,0,0
12073,2012-11-07,9JoPAZO8,0,0,0
2368,2007-07-16,JBEyYNE8,0,0,0
13534,2009-09-02,dj3dQao9,0,0,0
11550,2010-12-13,NbE1wPoJ,0,0,0
18491,2012-05-23,6K3lAvoz,0,0,0
12734,2011-11-15,0j3LvDOr,0,0,0
5028,2009-02-03,7RO5aAOq,0,0,0
15611,2011-12-12,dj3dLK39,0,0,0
16833,2008-07-29,1m3ML6EB,0,0,0
30976,2012-01-23,Pk3wDqod,0,0,0
25272,2009-10-28,9JoPdvo8,0,0,0
32635,2009-12-07,m0oWqlEG,0,0,0
4154,2012-12-30,Pk3wAqOd,0,0,0
16016,2009-07-16,geEVpVoz,0,0,0
23151,2012-12-30,xWoYzMOK,0,0,0
2437,2013-02-19,JBEyV38X,0,0,0
31804,2012-06-13,dj3dNLO9,0,0,0
15723,2008-10-03,njoZ1D3r,0,0,0
1250,2013-02-05,rNo6e036,0,0,0
30798,2014-08-04,B1oXLqoV,0,0,0
32056,2011-03-22,nkOvblOB,0,0,0
175,2012-12-30,ydEjeOW0,0,0,0
29875,2007-09-12,eVOB5Loj,0,0,0
25085,2013-12-30,dj3d6LO9,0,0,0
26023,2008-10-20,Pk3we2Od,0,0,0
22902,2012-04-26,njoZ9y3r,0,0,0
32217,2007-08-08,Pk3ww93d,0,0,0
23316,2008-12-15,dj3dYgo9,0,0,0
6393,2009-12-16,6Wo2AN39,0,0,0
208,2009-06-24,we39V5ok,0,0,0
23195,2014-04-23,8gOqKD32,0,0,0
17557,2013-12-30,dj3dR5O9,0,0,0
11679,2009-05-28,p0384A3m,0,0,0
28295,2010-03-26,we39vDok,0,0,0
26624,2008-10-22,8gOqGA32,0,0,0
23909,2013-12-30,p038zzOm,0,0,0
11510,2012-12-30,1m3M0bEB,0,0,0
26208,2013-08-29,1m3MpyEB,0,0,0
24393,2009-03-13,v5oJddEB,0,0,0
21194,2013-10-16,7RO5pnoq,0,0,0
20060,2011-05-23,we39dvEk,0,0,0
30528,2009-03-20,B1oXlNoV,0,0,0
27711,2008-09-15,8x3zmzEk,0,0,0
10973,2014-03-05,geEVBEzy,0,0,0
1305,2014-01-16,8xExRWo0,0,0,0
11509,2008-04-23,ydEjZ2EW,0,0,0
2793,2009-10-21,Pk3w9DOd,0,0,0
20011,2008-12-04,9JoP9QO8,0,0,0
20182,2007-06-04,geEV4eoz,0,0,0
27927,2014-10-27,NbE1yJEJ,0,0,0
29467,2013-06-14,9JoPJ0E8,0,0,0
17248,2010-11-12,Pk3wDqod,0,0,0
31323,2013-08-07,Pk3wQqOd,0,0,0
13408,2008-06-24,8x3zG9ok,0,0,0
23112,2007-09-14,8KoA4536,0,0,0
19526,2008-09-12,9JoPMdO8,0,0,0
13363,2011-09-22,6VOpnd3L,0,0,0
21423,2012-10-02,wmo79bEq,0,0,0
9416,2007-12-18,qN3gGM3A,0,0,0
1169,2011-09-01,wmo7q7Eq,0,0,0
27821,2013-11-07,we39aR3k,0,0,0
33781,2014-06-04,rJoQlq3V,0,0,0
24706,2007-12-04,wmo7BG3q,0,0,0
31726,2008-01-02,qN3glYoA,0,0,0
1570,2010-08-30,Y1EmgVow,0,0,0
1114,2008-05-13,ydEjldoW,0,0,0
2160,2008-11-18,KAoKQZEg,0,0,0
1227,2011-08-11,6VOp6a3L,0,0,0
20415,2014-03-12,nkOv9woB,0,0,0
10204,2011-09-15,KAoKz83g,0,0,0
14387,2011-07-13,njoZGAOr,0,0,0
17897,2010-09-23,1m3ML9EB,0,0,0
21126,2014-03-20,9JoPNvE8,0,0,0
6157,2011-04-28,8gOqm5O2,0,0,0
8277,2007-10-23,N6OklmEx,0,0,0
3613,2008-01-29,JGoNP6EL,0,0,0
9048,2015-02-06,XJ3rdWOR,0,0,0
20451,2012-05-11,ZBEnnKEY,0,0,0
23958,2014-12-09,B1oXdQoV,0,0,0
28072,2010-03-23,6K3lGgEz,0,0,0
25842,2011-01-27,geEV1kOz,0,0,0
10652,2011-11-21,JGoNvboL,0,0,0
1132,2014-04-11,B1oXzNEV,0,0,0
13120,2010-12-20,rJoQpa3V,0,0,0
22179,2012-05-31,9JoPdvo8,0,0,0
2724,2009-11-24,v5oJroBL,0,0,0
13909,2011-08-18,V430M7oB,0,0,0
18276,2014-02-28,XJ3rgRoR,0,0,0
18196,2012-12-30,B1oX2QEV,0,0,0
9866,2012-04-10,1m3MpyEB,0,0,0
12584,2007-10-05,6Wo2AN39,0,0,0
2658,2013-06-17,XJ3rz83R,0,0,0
17239,2010-06-16,KAoKRZ3g,0,0,0
13496,2007-11-13,ydEj5gOW,0,0,0
25841,2014-01-09,xWoYdG3K,0,0,0
5910,2012-08-10,v5oJ2JoB,0,0,0
8735,2008-10-28,rJoQvaOV,0,0,0
3074,2014-09-09,rJoQa0oV,0,0,0
9358,2010-03-11,rJoQeAoV,0,0,0
12440,2014-01-31,0ZED9B3D,0,0,0
26629,2010-11-16,0ZEDnpoD,0,0,0
21706,2012-12-30,KAoK96Eg,0,0,0
23847,2010-05-25,XJ3rDpOR,0,0,0
26566,2012-12-30,B1oXBmEV,0,0,0
10477,2014-03-24,v5oJk7OB,0,0,0
15539,2009-06-30,njoZX1Er,0,0,0
8934,2010-10-21,9JoPXeo8,0,0,0
21202,2008-02-05,NbE1wPoJ,0,0,0
27856,2013-05-24,we39KZOk,0,0,0
