id,date,restaurant_id,*,**,***
35595,2015-06-17,1JEb0MoR,0.0,0.0,0.0
41824,2015-06-17,6K3laKoz,0.0,0.0,0.0
29563,2015-06-17,Pk3wy1Od,0.0,0.0,0.0
63263,2015-06-17,v5oJn1oB,0.0,0.0,0.0
16557,2015-06-17,njoZeJ3r,0.0,0.0,0.0
68642,2015-06-17,we39Qv3k,0.0,0.0,0.0
14596,2015-06-17,8xExqB30,0.0,0.0,0.0
22478,2015-06-17,KAoKA9Eg,0.0,0.0,0.0
53797,2015-06-17,ekE4qL32,0.0,0.0,0.0
71032,2015-06-17,rNo6jao6,0.0,0.0,0.0
11542,2015-06-17,ydEjnBEW,0.0,0.0,0.0
54220,2015-06-17,0ZEDYk3D,0.0,0.0,0.0
62866,2015-06-17,ekE4WLO2,0.0,0.0,0.0
18410,2015-06-17,8x3z2Z3k,0.0,0.0,0.0
61506,2015-06-17,JGoNea3L,0.0,0.0,0.0
74286,2015-06-17,rJoQxr3V,0.0,0.0,0.0
4242,2015-06-17,0j3LyLor,0.0,0.0,0.0
329,2015-06-17,nkOvWxEB,0.0,0.0,0.0
30074,2015-06-17,geEV4eoz,0.0,0.0,0.0
31296,2015-06-17,Pk3wqxOd,0.0,0.0,0.0
65321,2015-06-17,ekE4y632,0.0,0.0,0.0
25844,2015-06-17,xWoYQgoK,0.0,0.0,0.0
21120,2015-06-17,6VOpGaoL,0.0,0.0,0.0
19720,2015-06-17,JBEyj138,0.0,0.0,0.0
65078,2015-06-17,1JEb4JoR,0.0,0.0,0.0
45053,2015-06-17,6K3lGgEz,0.0,0.0,0.0
36547,2015-06-17,7RO5z6Eq,0.0,0.0,0.0
17432,2015-06-17,JBEyQXE8,0.0,0.0,0.0
63807,2015-06-17,Y1EmjR3w,0.0,0.0,0.0
50335,2015-06-17,p038beOm,0.0,0.0,0.0
59105,2015-06-17,qN3gVgEA,0.0,0.0,0.0
60123,2015-06-17,7RO54Woq,0.0,0.0,0.0
74160,2015-06-17,8xExAW30,0.0,0.0,0.0
64036,2015-06-17,VpoG0wOr,0.0,0.0,0.0
26676,2015-06-17,we39XDEk,0.0,0.0,0.0
66585,2015-06-17,NbE1YaEJ,0.0,0.0,0.0
29910,2015-06-17,VpoGKvor,0.0,0.0,0.0
41191,2015-06-17,dj3dwaE9,0.0,0.0,0.0
23146,2015-06-17,XJ3r0YOR,0.0,0.0,0.0
62801,2015-06-17,WwOaKB3B,0.0,0.0,0.0
25548,2015-06-17,1m3MrnoB,0.0,0.0,0.0
24645,2015-06-17,0j3L9xor,0.0,0.0,0.0
19784,2015-06-17,B1oX4moV,0.0,0.0,0.0
73682,2015-06-17,dj3dLK39,0.0,0.0,0.0
4245,2015-06-17,lnORPD3N,0.0,0.0,0.0
28674,2015-06-17,lnORxV3N,0.0,0.0,0.0
46062,2015-06-17,m0oW92EG,0.0,0.0,0.0
73384,2015-06-17,WwOaYnOB,0.0,0.0,0.0
18482,2015-06-17,lnORnVON,0.0,0.0,0.0
41402,2015-06-17,m0oWJl3G,0.0,0.0,0.0
28578,2015-06-17,wmo7Gdoq,0.0,0.0,0.0
52036,2015-06-17,6K3lAvoz,0.0,0.0,0.0
30807,2015-06-17,WeEeDrOa,0.0,0.0,0.0
11655,2015-06-17,WeEeqwEa,0.0,0.0,0.0
12834,2015-06-17,wmo77doq,0.0,0.0,0.0
41027,2015-06-17,V430rqOB,0.0,0.0,0.0
15218,2015-06-17,9JoPPpo8,0.0,0.0,0.0
38073,2015-06-17,ZBEn1KOY,0.0,0.0,0.0
13908,2015-06-17,Pk3w8Vod,0.0,0.0,0.0
3061,2015-06-17,wmo7nd3q,0.0,0.0,0.0
11951,2015-06-17,6K3lq8oz,0.0,0.0,0.0
29085,2015-06-17,XJ3rBW3R,0.0,0.0,0.0
38926,2015-06-17,8x3z1NEk,0.0,0.0,0.0
32554,2015-06-17,KAoKpKOg,0.0,0.0,0.0
30425,2015-06-17,NbE1Bk3J,0.0,0.0,0.0
65751,2015-06-17,geEVzzEz,0.0,0.0,0.0
19322,2015-06-17,8gOqrDE2,0.0,0.0,0.0
62578,2015-06-17,ydEj81oW,0.0,0.0,0.0
18661,2015-06-17,geEVPzoz,0.0,0.0,0.0
37929,2015-06-17,1JEbm7OR,0.0,0.0,0.0
69154,2015-06-17,we39Nvok,0.0,0.0,0.0
71665,2015-06-17,wmo7JR3q,0.0,0.0,0.0
73803,2015-06-17,1JEbamOR,0.0,0.0,0.0
17538,2015-06-17,dj3dYgo9,0.0,0.0,0.0
69360,2015-06-17,eVOBKkEj,0.0,0.0,0.0
54302,2015-06-17,p038ADom,0.0,0.0,0.0
33999,2015-06-17,1m3M4yEB,0.0,0.0,0.0
72995,2015-06-17,KAoKRZ3g,0.0,0.0,0.0
36949,2015-06-17,NbE1yJEJ,0.0,0.0,0.0
47245,2015-06-17,V430e1oB,0.0,0.0,0.0
70050,2015-06-17,XJ3rpQOR,0.0,0.0,0.0
58627,2015-06-17,geEVRzEz,0.0,0.0,0.0
16485,2015-06-17,njoZ6Dor,0.0,0.0,0.0
64086,2015-06-17,rNo6e036,0.0,0.0,0.0
54013,2015-06-17,WeEeQWEa,0.0,0.0,0.0
12949,2015-06-17,1m3MB6oB,0.0,0.0,0.0
35886,2015-06-17,9JoPZpE8,0.0,0.0,0.0
70144,2015-06-17,geEVDeoz,0.0,0.0,0.0
70234,2015-06-17,1m3MNpoB,0.0,0.0,0.0
9859,2015-06-17,1m3MyD3B,0.0,0.0,0.0
11775,2015-06-17,ekE4Rjo2,0.0,0.0,0.0
34701,2015-06-17,qN3g9nOA,0.0,0.0,0.0
70283,2015-06-17,nkOv6VOB,0.0,0.0,0.0
14132,2015-06-17,p038843m,0.0,0.0,0.0
18112,2015-06-17,p0389Dom,0.0,0.0,0.0
28174,2015-06-17,1JEbJmER,0.0,0.0,0.0
57950,2015-06-17,B1oX4boV,0.0,0.0,0.0
14943,2015-06-17,V430k6EB,0.0,0.0,0.0
9820,2015-06-17,we39mA3k,0.0,0.0,0.0
47179,2015-06-17,1JEbqeOR,0.0,0.0,0.0
59993,2015-06-17,6K3lJKOz,0.0,0.0,0.0
50094,2015-06-17,6VOpbq3L,0.0,0.0,0.0
15392,2015-06-17,NbE1q8EJ,0.0,0.0,0.0
69325,2015-06-17,V430RlOB,0.0,0.0,0.0
31679,2015-06-17,ZBEnbpEY,0.0,0.0,0.0
13722,2015-06-17,ZBEnnKEY,0.0,0.0,0.0
70777,2015-06-17,lnORKGEN,0.0,0.0,0.0
25008,2015-06-17,0ZEDlBED,0.0,0.0,0.0
16983,2015-06-17,1JEbvmER,0.0,0.0,0.0
17190,2015-06-17,8KoAKeE6,0.0,0.0,0.0
35120,2015-06-17,N6Ok2Qox,0.0,0.0,0.0
22471,2015-06-17,Pk3w4xod,0.0,0.0,0.0
8349,2015-06-17,XJ3rDpOR,0.0,0.0,0.0
40557,2015-06-17,ekE48ZE2,0.0,0.0,0.0
42633,2015-06-17,nkOvZZOB,0.0,0.0,0.0
34722,2015-06-17,p0389Gom,0.0,0.0,0.0
2151,2015-06-17,KAoKdPOg,0.0,0.0,0.0
52179,2015-06-17,ekE41G32,0.0,0.0,0.0
41104,2015-06-17,v5oJP1EB,0.0,0.0,0.0
57254,2015-06-17,0j3LXM3r,0.0,0.0,0.0
3329,2015-06-17,8gOqq1O2,0.0,0.0,0.0
73447,2015-06-17,8xExP9E0,0.0,0.0,0.0
22108,2015-06-17,XJ3rj83R,0.0,0.0,0.0
28363,2015-06-17,geEVldoz,0.0,0.0,0.0
60686,2015-06-17,geEVmeOz,0.0,0.0,0.0
70719,2015-06-17,rJoQmroV,0.0,0.0,0.0
12431,2015-06-17,1JEb1ORY,0.0,0.0,0.0
65065,2015-06-17,1JEbnwER,0.0,0.0,0.0
6377,2015-06-17,6K3l2eOz,0.0,0.0,0.0
14787,2015-06-17,7RO5WN3q,0.0,0.0,0.0
52451,2015-06-17,7RO5d6oq,0.0,0.0,0.0
9671,2015-06-17,dj3d7aE9,0.0,0.0,0.0
72626,2015-06-17,8xExNno0,0.0,0.0,0.0
12945,2015-06-17,N6OkdqEx,0.0,0.0,0.0
12179,2015-06-17,xWoY2jOK,0.0,0.0,0.0
67821,2015-06-17,8KoADQ36,0.0,0.0,0.0
27561,2015-06-17,WeEeXdOa,0.0,0.0,0.0
66595,2015-06-17,XJ3rnY3R,0.0,0.0,0.0
41670,2015-06-17,Y1Em57Ew,0.0,0.0,0.0
18980,2015-06-17,p0387GEm,0.0,0.0,0.0
43055,2015-06-17,qN3gzgEA,0.0,0.0,0.0
19091,2015-06-17,rJoQdL3V,0.0,0.0,0.0
37675,2015-06-17,8gOqpro2,0.0,0.0,0.0
70204,2015-06-17,JGoNRBoL,0.0,0.0,0.0
69374,2015-06-17,Y1EmPJOw,0.0,0.0,0.0
58052,2015-06-17,ZBEnB2EY,0.0,0.0,0.0
29619,2015-06-17,geEVvJEz,0.0,0.0,0.0
70881,2015-06-17,nkOvmLoB,0.0,0.0,0.0
36318,2015-06-17,rNo62Jo6,0.0,0.0,0.0
49501,2015-06-17,xWoYKEKn,0.0,0.0,0.0
11729,2015-06-17,0ZEDax3D,0.0,0.0,0.0
60744,2015-06-17,1m3MZYoB,0.0,0.0,0.0
51680,2015-06-17,eVOB61Oj,0.0,0.0,0.0
18388,2015-06-17,qN3gMnOA,0.0,0.0,0.0
63980,2015-06-17,ZBEnRaEY,0.0,0.0,0.0
30610,2015-06-17,6VOpzQ3L,0.0,0.0,0.0
17479,2015-06-17,7RO56XEq,0.0,0.0,0.0
56479,2015-06-17,8xEx5V30,0.0,0.0,0.0
52638,2015-06-17,8xExMJ30,0.0,0.0,0.0
4118,2015-06-17,KAoKrB3g,0.0,0.0,0.0
30704,2015-06-17,Pk3wjxEd,0.0,0.0,0.0
28796,2015-06-17,geEV85oz,0.0,0.0,0.0
30756,2015-06-17,nkOvblOB,0.0,0.0,0.0
72985,2015-06-17,qN3gAYOA,0.0,0.0,0.0
40880,2015-06-17,v5oJaA3B,0.0,0.0,0.0
37975,2015-06-17,ydEj7V3W,0.0,0.0,0.0
52018,2015-06-17,1m3MKyOB,0.0,0.0,0.0
68407,2015-06-17,7RO55dOq,0.0,0.0,0.0
12749,2015-06-17,8xExeV30,0.0,0.0,0.0
53841,2015-06-17,B1oX0moV,0.0,0.0,0.0
34890,2015-06-17,JGoNpdEL,0.0,0.0,0.0
18170,2015-06-17,Pk3wVaEd,0.0,0.0,0.0
29307,2015-06-17,6VOpnd3L,0.0,0.0,0.0
8572,2015-06-17,8xExD7E0,0.0,0.0,0.0
66800,2015-06-17,JGoN0BEL,0.0,0.0,0.0
67322,2015-06-17,VpoGD9Or,0.0,0.0,0.0
22046,2015-06-17,qN3gjQEA,0.0,0.0,0.0
14508,2015-06-17,xWoYwKEK,0.0,0.0,0.0
59890,2015-06-17,N6OkDvEx,0.0,0.0,0.0
7213,2015-06-17,NbE14yOJ,0.0,0.0,0.0
2056,2015-06-17,geEVYYOz,0.0,0.0,0.0
49950,2015-06-17,m0oWNg3G,0.0,0.0,0.0
21269,2015-06-17,p038eGom,0.0,0.0,0.0
17681,2015-06-17,wmo7ePEq,0.0,0.0,0.0
11087,2015-06-17,6Wo2Vyo9,0.0,0.0,0.0
56530,2015-06-17,JGoNa83L,0.0,0.0,0.0
28083,2015-06-17,geEV1kOz,0.0,0.0,0.0
23900,2015-06-17,p038p43m,0.0,0.0,0.0
70,2015-06-17,ydEjW23W,0.0,0.0,0.0
53318,2015-06-17,6K3lZqOz,0.0,0.0,0.0
25321,2015-06-17,6K3lmKoz,0.0,0.0,0.0
9672,2015-06-17,6VOpMmEL,0.0,0.0,0.0
16285,2015-06-17,8KoAvzO6,0.0,0.0,0.0
32052,2015-06-17,8gOqleo2,0.0,0.0,0.0
53647,2015-06-17,B1oXXboV,0.0,0.0,0.0
12873,2015-06-17,JGoNyY3L,0.0,0.0,0.0
39994,2015-06-17,WeEey6Ea,0.0,0.0,0.0
21600,2015-06-17,ZBEnXKoY,0.0,0.0,0.0
41555,2015-06-17,eVOBQMoj,0.0,0.0,0.0
63528,2015-06-17,eVOBjkOj,0.0,0.0,0.0
41792,2015-06-17,geEVyeOz,0.0,0.0,0.0
13045,2015-06-17,lnORpe3N,0.0,0.0,0.0
6625,2015-06-17,nkOv58oB,0.0,0.0,0.0
15421,2015-06-17,rNo6Qa36,0.0,0.0,0.0
20102,2015-06-17,wmo7pGOq,0.0,0.0,0.0
28526,2015-06-17,1JEbBNER,0.0,0.0,0.0
48563,2015-06-17,we39YZ3k,0.0,0.0,0.0
19182,2015-06-17,1JEbzJER,0.0,0.0,0.0
33934,2015-06-17,6K3lg6Ez,0.0,0.0,0.0
50937,2015-06-17,8KoAg4E6,0.0,0.0,0.0
8503,2015-06-17,8KoAk4E6,0.0,0.0,0.0
67695,2015-06-17,XJ3rqqER,0.0,0.0,0.0
53977,2015-06-17,njoZw1Or,0.0,0.0,0.0
64802,2015-06-17,nkOvzLOB,0.0,0.0,0.0
70541,2015-06-17,xWoYpd3K,0.0,0.0,0.0
36311,2015-06-17,6VOpdlOL,0.0,0.0,0.0
68363,2015-06-17,8KoAL536,0.0,0.0,0.0
30018,2015-06-17,rJoQRlOV,0.0,0.0,0.0
54576,2015-06-17,6K3lKeEz,0.0,0.0,0.0
41739,2015-06-17,9JoPbdE8,0.0,0.0,0.0
45931,2015-06-17,KAoKLjOg,0.0,0.0,0.0
61092,2015-06-17,njoZX1Er,0.0,0.0,0.0
55740,2015-06-17,njoZbvor,0.0,0.0,0.0
45003,2015-06-17,nkOvn7OB,0.0,0.0,0.0
15314,2015-06-17,p0381eom,0.0,0.0,0.0
47571,2015-06-17,we39V5ok,0.0,0.0,0.0
13005,2015-06-17,ydEjeOW0,0.0,0.0,0.0
31484,2015-06-17,0j3Lqjor,0.0,0.0,0.0
28138,2015-06-17,6K3l95oz,0.0,0.0,0.0
62173,2015-06-17,6K3lnvOz,0.0,0.0,0.0
9698,2015-06-17,8KoAmQo6,0.0,0.0,0.0
36883,2015-06-17,ekE4xKE2,0.0,0.0,0.0
42434,2015-06-17,njoZqX3r,0.0,0.0,0.0
50419,2015-06-17,xWoYavoK,0.0,0.0,0.0
42027,2015-06-17,6VOpy5EL,0.0,0.0,0.0
4561,2015-06-17,9JoPNvE8,0.0,0.0,0.0
48772,2015-06-17,V430M7oB,0.0,0.0,0.0
62516,2015-06-17,8KoAGYE6,0.0,0.0,0.0
41278,2015-06-17,8x3z8bOk,0.0,0.0,0.0
65807,2015-06-17,NbE15REJ,0.0,0.0,0.0
40520,2015-06-17,WwOaMdOB,0.0,0.0,0.0
49757,2015-06-17,dj3d6LO9,0.0,0.0,0.0
13835,2015-06-17,eVOBZ6Oj,0.0,0.0,0.0
28455,2015-06-17,v5oJ9J3B,0.0,0.0,0.0
7049,2015-06-17,wmo7yPEq,0.0,0.0,0.0
46743,2015-06-17,6Wo2AN39,0.0,0.0,0.0
45264,2015-06-17,XJ3r4qOR,0.0,0.0,0.0
14703,2015-06-17,dj3dBLO9,0.0,0.0,0.0
15482,2015-06-17,njoZRyor,0.0,0.0,0.0
13043,2015-06-17,0j3L8Z3r,0.0,0.0,0.0
63682,2015-06-17,Pk3wkV3d,0.0,0.0,0.0
8120,2015-06-17,ZBEn6pEY,0.0,0.0,0.0
43741,2015-06-17,geEV5BOz,0.0,0.0,0.0
27446,2015-06-17,rJoQnlOV,0.0,0.0,0.0
58360,2015-06-17,v5oJ6doB,0.0,0.0,0.0
23383,2015-06-17,xWoYbaOK,0.0,0.0,0.0
8348,2015-06-17,8x3z2Y3k,0.0,0.0,0.0
62689,2015-06-17,VpoGldOr,0.0,0.0,0.0
17670,2015-06-17,WeEen63a,0.0,0.0,0.0
67045,2015-06-17,geEV2dEz,0.0,0.0,0.0
33207,2015-06-17,8xExBJo0,0.0,0.0,0.0
8469,2015-06-17,XJ3remER,0.0,0.0,0.0
44528,2015-06-17,eVOBpp3j,0.0,0.0,0.0
10939,2015-06-17,wmo7nP3q,0.0,0.0,0.0
10824,2015-06-17,0j3LnjOr,0.0,0.0,0.0
15929,2015-06-17,B1oX5DOV,0.0,0.0,0.0
952,2015-06-17,V4305oBp,0.0,0.0,0.0
71601,2015-06-17,V430p43B,0.0,0.0,0.0
19127,2015-06-17,WwOaaNOB,0.0,0.0,0.0
32260,2015-06-17,XJ3rx8OR,0.0,0.0,0.0
66090,2015-06-17,1m3ML6EB,0.0,0.0,0.0
10003,2015-06-17,6K3l1xoz,0.0,0.0,0.0
1419,2015-06-17,8xExQV30,0.0,0.0,0.0
69490,2015-06-17,9JoPwj38,0.0,0.0,0.0
43693,2015-06-17,eVOB8w3j,0.0,0.0,0.0
68560,2015-06-17,rJoQJLOV,0.0,0.0,0.0
41726,2015-06-17,6K3ly6oz,0.0,0.0,0.0
53996,2015-06-17,8gOqj5E2,0.0,0.0,0.0
56702,2015-06-17,ZBEnVZEY,0.0,0.0,0.0
9396,2015-06-17,ekE44YE2,0.0,0.0,0.0
28009,2015-06-17,wmo7R3qn,0.0,0.0,0.0
2035,2015-06-17,xWoYraOK,0.0,0.0,0.0
10068,2015-06-17,WeEe8aOa,0.0,0.0,0.0
2431,2015-06-17,we398ZEk,0.0,0.0,0.0
22573,2015-06-17,1JEbDQoR,0.0,0.0,0.0
8343,2015-06-17,6Wo2y539,0.0,0.0,0.0
11885,2015-06-17,KAoKjd3g,0.0,0.0,0.0
8183,2015-06-17,Pk3wxVod,0.0,0.0,0.0
21052,2015-06-17,V430J2OB,0.0,0.0,0.0
68655,2015-06-17,V430w7EB,0.0,0.0,0.0
5270,2015-06-17,Y1Emx7Ow,0.0,0.0,0.0
24877,2015-06-17,rNo6DdE6,0.0,0.0,0.0
19929,2015-06-17,0ZED543D,0.0,0.0,0.0
60054,2015-06-17,8xExn7o0,0.0,0.0,0.0
25360,2015-06-17,9JoP2qE8,0.0,0.0,0.0
34228,2015-06-17,JBEynN38,0.0,0.0,0.0
72335,2015-06-17,KAoKk8og,0.0,0.0,0.0
60495,2015-06-17,Y1Em4GOw,0.0,0.0,0.0
60784,2015-06-17,dj3dQao9,0.0,0.0,0.0
61491,2015-06-17,rNo6aa36,0.0,0.0,0.0
61869,2015-06-17,v5oJN8oB,0.0,0.0,0.0
23993,2015-06-17,we39vDok,0.0,0.0,0.0
3973,2015-06-17,0j3Lxq3r,0.0,0.0,0.0
55364,2015-06-17,7RO5edOq,0.0,0.0,0.0
71064,2015-06-17,8KoAReO6,0.0,0.0,0.0
17096,2015-06-17,8x3zWbok,0.0,0.0,0.0
49286,2015-06-17,NbE1ZJ3J,0.0,0.0,0.0
18664,2015-06-17,VpoG8vOr,0.0,0.0,0.0
58652,2015-06-17,wmo7R93q,0.0,0.0,0.0
41101,2015-06-17,p038NGOm,0.0,0.0,0.0
18306,2015-06-17,8x3zpNOk,0.0,0.0,0.0
64424,2015-06-17,NbE1GYoJ,0.0,0.0,0.0
37802,2015-06-17,VpoGwQor,0.0,0.0,0.0
33256,2015-06-17,dj3dGjE9,0.0,0.0,0.0
36669,2015-06-17,Y1EmX9Ow,0.0,0.0,0.0
59810,2015-06-17,we39zlok,0.0,0.0,0.0
72179,2015-06-17,8gOqdMo2,0.0,0.0,0.0
69454,2015-06-17,KAoKyPEg,0.0,0.0,0.0
26562,2015-06-17,N6OkRvox,0.0,0.0,0.0
1600,2015-06-17,N6OkZgox,0.0,0.0,0.0
69506,2015-06-17,VpoGmwEr,0.0,0.0,0.0
47837,2015-06-17,N6OknGox,0.0,0.0,0.0
38697,2015-06-17,ekE4bro2,0.0,0.0,0.0
71489,2015-06-17,njoZ6vor,0.0,0.0,0.0
45987,2015-06-17,qN3g1QOA,0.0,0.0,0.0
57029,2015-06-17,6VOp2B3L,0.0,0.0,0.0
45164,2015-06-17,B1oXnNEV,0.0,0.0,0.0
47808,2015-06-17,KAoKKpog,0.0,0.0,0.0
859,2015-06-17,eVOBxw3j,0.0,0.0,0.0
30865,2015-06-17,lnORlq3N,0.0,0.0,0.0
6600,2015-06-17,B1oXxQoV,0.0,0.0,0.0
3744,2015-06-17,njoZkBOr,0.0,0.0,0.0
38219,2015-06-17,6K3l2KOz,0.0,0.0,0.0
64141,2015-06-17,dj3dGgE9,0.0,0.0,0.0
3165,2015-06-17,eVOBgpEj,0.0,0.0,0.0
48518,2015-06-17,p038lg3m,0.0,0.0,0.0
48316,2015-06-17,Y1Em7Aow,0.0,0.0,0.0
34812,2015-06-17,v5oJJJoB,0.0,0.0,0.0
59140,2015-06-17,B1oXYDOV,0.0,0.0,0.0
9466,2015-06-17,Y1EmbA3w,0.0,0.0,0.0
12283,2015-06-17,geEVBJEz,0.0,0.0,0.0
58223,2015-06-17,1m3MXYEB,0.0,0.0,0.0
61239,2015-06-17,6K3lNvOz,0.0,0.0,0.0
3048,2015-06-17,8x3zwNok,0.0,0.0,0.0
70514,2015-06-17,WwOaJNEB,0.0,0.0,0.0
45471,2015-06-17,Y1EmKRow,0.0,0.0,0.0
6616,2015-06-17,Y1EmvV3w,0.0,0.0,0.0
43366,2015-06-17,wmo7QQEq,0.0,0.0,0.0
33263,2015-06-17,B1oX66EV,0.0,0.0,0.0
64075,2015-06-17,V4307qEB,0.0,0.0,0.0
307,2015-06-17,Y1EmnR3w,0.0,0.0,0.0
56387,2015-06-17,rJoQa0oV,0.0,0.0,0.0
4685,2015-06-17,Pk3w65Ed,0.0,0.0,0.0
52962,2015-06-17,lnORRnON,0.0,0.0,0.0
11357,2015-06-17,ydEjldoW,0.0,0.0,0.0
23406,2015-06-17,0ZEDGWOD,0.0,0.0,0.0
68323,2015-06-17,6Wo2xYE9,0.0,0.0,0.0
54464,2015-06-17,lnORaqoN,0.0,0.0,0.0
49485,2015-06-17,8xEx2Bo0,0.0,0.0,0.0
51652,2015-06-17,geEVKJ3z,0.0,0.0,0.0
45732,2015-06-17,njoZeb3r,0.0,0.0,0.0
11351,2015-06-17,qN3g2YEA,0.0,0.0,0.0
17782,2015-06-17,rNo6PJE6,0.0,0.0,0.0
13158,2015-06-17,we39JNok,0.0,0.0,0.0
64154,2015-06-17,xWoYMGoK,0.0,0.0,0.0
57419,2015-06-17,0ZED4ED9,0.0,0.0,0.0
9618,2015-06-17,0j3L5aor,0.0,0.0,0.0
21663,2015-06-17,dj3dlN39,0.0,0.0,0.0
59081,2015-06-17,rNo6M636,0.0,0.0,0.0
53260,2015-06-17,wmo7P9Oq,0.0,0.0,0.0
11757,2015-06-17,wmo7XGOq,0.0,0.0,0.0
43723,2015-06-17,N6OklmEx,0.0,0.0,0.0
381,2015-06-17,WeEegaoa,0.0,0.0,0.0
66491,2015-06-17,WwOarJEB,0.0,0.0,0.0
42034,2015-06-17,wmo7a9Eq,0.0,0.0,0.0
42044,2015-06-17,1m3MqD3B,0.0,0.0,0.0
32969,2015-06-17,8KoAZaO6,0.0,0.0,0.0
14771,2015-06-17,0j3LRMOr,0.0,0.0,0.0
